Artist,Song Title,Album,Year,Top topic,Second topic,third topic,fourth topic,fifth topic
De La Soul,Exodus,And The Anonymous Nobody,2016,society,storytelling,geography,life,government
Lil Wayne,Crazy,Da Drought 3,2007,society,storytelling,geography,life,government
Public Enemy,Public Enemy Apocalypse 91 The Enemy Strikes Black I Dont Wanna Be Called Yo Niga,Apocalypse 91... The Enemy Strikes Black,1991,society,geography,life,life,government
Lil Wayne,She Will,Tha Carter IV,2011,society,music,life,life,government
Snoop Dogg,Leave Me Alone,Tha Last Meal,2000,society,life,music,life,government
The Notorius BIG,Hope You Niggas Sleep,Born Again,1999,society,life,music,life,government
Ice Cube,The Nigga Trapp,"Laugh Now, Cry Later",2006,storytelling,society,music,life,government
Lil Wayne,This What I Call Her,Dedication 2: Gangsta Grillz,2006,storytelling,society,music,life,government
Public Enemy,Night Of The Living Basheads,It Takes A Nation Of Millions To Hold Us Back,1988,society,storytelling,music,life,government
Jay-Z,Jay-Z Magna Carta Holy Grail FuckWithMeYouKnowIGotI,Magna Carta... Holy Grail,2013,society,music,religion,life,government
Tupac,Blasphemy,Makaveli - The Don Killuminati: The 7 Day Theory,1996,society,storytelling,religion,life,government
Run-DMC,Run-DMC Run-DMC Wake Up,Run-D.M.C.,1984,culture,storytelling,society,life,government
Wu-Tang Clan,Clan In Da Fron,Enter The Wu-Tang (36 Chambers),1993,geography,storytelling,society,life,government
Kanye West,School Spirit Skit 1,College Dropout,2004,society,storytelling,society,life,government
Nas,Revolutionary Warfare,God's Son,2002,society,storytelling,society,life,government
Nas,Leaders,Distant Relatives,2010,society,government,storytelling,life,government
Nas,You Can't Stop Us Now,Untitled,2008,society,life,storytelling,life,government
Snoop Dogg,Blueberry,Tha Doggfather,1996,society,music,storytelling,life,government
The Notorius BIG,The World is Filled,Life After Death,1997,society,music,storytelling,life,government
The Notorius BIG,The World is Filled,Notorious,2009,society,music,storytelling,life,government
Eminem,Rock Bottom,Slim Shady LP,1999,life,society,storytelling,life,government
Jay-Z,Jay-Z Vol 3 Life And Times Of S Carter Jigga My Nigga[Bonus Track],Vol. 3... Life And Times Of S. Carter,1999,society,storytelling,storytelling,life,government
Beastie Boys,Make Some Noise,Hot Sauce Committee Part Two,2011,life,society,storytelling,math,government
Public Enemy,Race Against Time,Muse Sick-N-Hour Mess Age,1994,geography,society,life,medicine,government
A Tribe Called Quest,SeperateTogether,Beats Rhymes and Life,1996,society,life,biology,music,government
Drake,Make Things Righ,Room For Improvement,2006,society,life,biology,music,government
Nas,Live Nigga Rap,It Was Written,1996,life,society,biology,music,government
LL Cool J,All We Got Left Is The Bea,14 Shots To The Dome,1993,life,society,culture,music,government
Nas,Halftime,Illmatic,1994,society,storytelling,culture,music,government
Slum Village,Gian,Slum Village,2005,society,biology,life,music,government
Eric B & Rakim,Let The Rhythm Hit 'em (12&quot; Vocal Version Remix),Let The Rhythm Hit 'Em,1990,society,music,life,music,government
Lil Wayne,A Message To The DJ's,Dedication 3,2008,society,music,life,music,government
Slum Village,Disco,"Trinity (Past, Present And Future)",2002,music,society,life,music,government
Busta Rhymes,God Lives Through,The Abstract And The Dragon,2014,society,storytelling,life,music,government
Busta Rhymes,Hits For Days,The Return Of The Dragon: The Abstract Went On Vacation,2015,society,storytelling,life,music,government
Drake,Do It All,Young Sweet Jones,2010,society,storytelling,life,music,government
Eminem,Fly Away,Straight From The Vault,2011,society,storytelling,life,music,government
Ice Cube,Us,Death Certificate,1991,society,storytelling,life,music,government
Ice Cube,It Takes A Nation,Raw Footage,2008,society,storytelling,life,music,government
Lil Wayne,I Like The View[Deluxe Edition Bonus Track],Tha Carter IV,2011,society,storytelling,life,music,government
Nas,Like Me[UK bonus track],Untitled,2008,society,storytelling,life,music,government
Public Enemy,Can You Hear Me Now,How You Sell Soul To A Soulless People Who Sold Their Soul?,2007,society,storytelling,life,music,government
Run-DMC,Crown Royal,Crown Royal,2001,society,storytelling,life,music,government
Snoop Dogg,Downtown Assassins,Tha Doggfather,1996,society,storytelling,life,music,government
Snoop Dogg,Up Jump Tha Boogie,Tha Doggfather,1996,society,storytelling,life,music,government
Run-DMC,Three Little Indians,Down With The King,1993,storytelling,culture,music,music,government
Eric B & Rakim,Keep 'em Eager To Listen,Let The Rhythm Hit 'Em,1990,society,life,music,music,government
Ice Cube,Ice Cube War &amp; Peace Vol 2: The Peace Disc 24 MC Hours,War &amp; Peace Vol. 2: The Peace Disc,2000,society,math,music,music,government
Busta Rhymes,It's A Party,The Coming,1996,storytelling,society,music,music,government
Ice Cube,Here He Come,Raw Footage,2008,storytelling,society,music,music,government
Lil Wayne,Out The Pound,"Like Father, Like Son",2006,life,storytelling,music,music,government
Drake,Show Me A Good Time,Thank Me Later,2010,society,storytelling,music,music,government
Drake,life,Views,2016,society,storytelling,music,music,government
Eminem,Forever,Relapse: Refill,2009,society,storytelling,religion,music,government
Jay-Z,Party Life,American Gangster,2007,storytelling,life,society,music,government
Lil Wayne,White Girl,Free Weezy Album,2015,storytelling,life,society,music,government
LL Cool J,We Came To Party,Authentic,2013,storytelling,life,society,music,government
Nas,Take It In Blood,It Was Written,1996,storytelling,life,society,music,government
Snoop Dogg,Pimp Slapp'd,Paid Tha Cost To Be Da Boss,2002,storytelling,life,society,music,government
Lil Wayne,Weezy's Ambitionz,Dedication 2: Gangsta Grillz,2006,life,storytelling,society,music,government
Lil Wayne,It's Good,Tha Carter IV,2011,life,storytelling,society,music,government
Lil Wayne,Georgia Bush,Dedication 2: Gangsta Grillz,2006,society,life,storytelling,music,government
Lil Wayne,Amen,Dedication 4,2012,society,life,storytelling,music,government
Lil Wayne,Used To,Sorry 4 The Wait 2,2015,society,life,storytelling,music,government
Outkast,West Savannah,Aquemini,1998,society,life,storytelling,music,government
Public Enemy,WTF?,Most Of My Heroes Still Don't Appear On No Stamp,2012,society,life,storytelling,music,government
LL Cool J,Wanna Get Paid,Phenomenon,1997,storytelling,life,storytelling,music,government
Tupac,Life Goes On,All Eyez On Me,1996,life,society,storytelling,music,government
Tupac,Life Goes On,Greatest Hits,1998,life,society,storytelling,music,government
Lil Wayne,We Come And See About I,The Drought Is Over Part 4,2007,music,society,storytelling,music,government
Kanye West,Bad News,808s &amp; Heartbreak,2008,society,society,storytelling,music,government
Ice Cube,Y'all Know How I Am,I Am The West,2010,storytelling,society,storytelling,music,government
Public Enemy,Make It Hardcore,Rebirth Of A Nation,2006,society,storytelling,war,music,government
Kanye West,Skit #1,Late Registration,2005,life,culture,religion,politics,government
Nas,Dispear,Distant Relatives,2010,storytelling,society,society,politics,government
Nas,Proclamation[iTunes pre-order],Untitled,2008,geography,life,storytelling,politics,government
Lil Wayne,I'm That Nigga,Free Weezy Album,2015,storytelling,society,government,religion,government
Snoop Dogg,Here Comes The King,Reincarnated,2013,society,storytelling,government,religion,government
Coolio,Nature Of The Business,My Soul,1997,society,life,life,religion,government
Run the Jewels,Oh My Darling Don't Cry,Run The Jewels 2,2014,storytelling,society,life,religion,government
Tupac,I Wonder If Heaven Got A Ghetto (Hip-Hop Version),R U Still Down? (Remember Me),1997,society,storytelling,life,religion,government
Eminem,Jimmy Crack Corn,Eminem Presents The Re-Up,2006,storytelling,society,music,religion,government
Coolio,Recoup This,Gangsta's Paradise,1995,life,storytelling,music,religion,government
Public Enemy,What You Need Is Jesus,He Got Game,1998,society,storytelling,religion,religion,government
Chance the Rapper,Missing You,10 Day,2012,life,storytelling,society,religion,government
Outkast,Claimin' True (1),Southernplayalisticadillacmuzik,1994,life,storytelling,society,religion,government
Outkast,Claimin' True,Southernplayalisticadillacmuzik,1994,life,storytelling,society,religion,government
Drake,Hate Sleeping Alone[iTunes Bonus Track],Take Care,2011,society,biology,storytelling,religion,government
Nas,"A Message To The Feds, Sincerely, We The People",Street's Disciple,2004,society,life,storytelling,religion,government
Busta Rhymes,They're Out To Get Me,The Big Bang,2006,life,society,storytelling,religion,government
Jay-Z,Jay-Z In My Lifetime Vol 1 Face Off,In My Lifetime Vol. 1,1997,music,society,storytelling,religion,government
Lil Wayne,Burn,Dedication 4,2012,music,society,storytelling,religion,government
Public Enemy,Beyond Trayvon,The Evil Empire Of Everything,2012,society,life,storytelling,revolution,government
Kanye West,Skit #3,Late Registration,2005,storytelling,life,biology,society,government
Nas,New World,Nastradamus,1999,society,storytelling,life,society,government
Beastie Boys,The Lisa Lisa  Full Force Routine,Hot Sauce Committee Part Two,2011,storytelling,life,math,society,government
2 Live Crew,If You Believe In Having Se,As Nasty as They Wanna Be,1989,society,life,music,society,government
Busta Rhymes,Doin It Again,Year Of The Dragon,2012,storytelling,life,music,society,government
Lil Wayne,The Price Is Wrong,Rebirth,2010,politics,life,religion,society,government
Wu-Tang Clan,Crushed Egos,A Better Tomorrow,2014,storytelling,geography,society,society,government
Beastie Boys,The Blue Nun,Check Your Head,1992,religion,life,society,society,government
Eminem,Crack A Bottle,Relapse,2009,life,storytelling,society,society,government
Busta Rhymes,Busta Rhymes Back On My BS We Want In,Back On My B.S.,2009,society,government,storytelling,society,government
Jay-Z,Murder To Excellence,Watch The Throne,2011,revolution,life,storytelling,society,government
Kanye West,Murder To Excellence,Watch The Throne,2011,revolution,life,storytelling,society,government
Public Enemy,Hoovermusic,Most Of My Heroes Still Don't Appear On No Stamp,2012,life,society,storytelling,society,government
Public Enemy,Hitler Day,Muse Sick-N-Hour Mess Age,1994,society,life,biology,storytelling,government
Tupac,Runnin' On E,Until The End Of Time (Disc Two),2001,society,life,biology,storytelling,government
Public Enemy,Crash,There's A Poison Goin On,1999,society,music,biology,storytelling,government
Beastie Boys,We Got The,To The 5 Boroughs,2004,society,life,chemistry,storytelling,government
Lil Wayne,YM Salute[Bonus Track],I Am Not A Human Being,2010,life,society,geography,storytelling,government
Eminem,Paul (Skit),Relapse,2009,society,life,life,storytelling,government
2 Live Crew,Feel Alright Y'all,Move Somethin',1987,society,music,life,storytelling,government
Snoop Dogg,Snoop Dogg,Tha Last Meal,2000,society,music,life,storytelling,government
2 Live Crew,You Go Girl,Back At Your Ass for the Nine-4,1994,music,society,life,storytelling,government
The Notorius BIG,Hypnotize,Life After Death,1997,society,storytelling,life,storytelling,government
The Notorius BIG,Hypnotize,Notorious,2009,society,storytelling,life,storytelling,government
Busta Rhymes,In The Ghetto,The Big Bang,2006,society,culture,music,storytelling,government
Run-DMC,Son Of Byford,Raising Hell,1986,life,life,music,storytelling,government
Jay-Z,Jay-Z Magna Carta Holy Grail Open Letter[Bonus Track],Magna Carta... Holy Grail,2013,society,life,music,storytelling,government
Kanye West,Clique,Cruel Summer,2012,society,life,music,storytelling,government
Public Enemy,Say It Like It Really Is,The Evil Empire Of Everything,2012,society,life,music,storytelling,government
Lil Wayne,Talkin' About I,The Leak,2007,society,music,music,storytelling,government
Public Enemy,I Shall Not Be Moved,Most Of My Heroes Still Don't Appear On No Stamp,2012,life,society,music,storytelling,government
Lil Wayne,I'm Single,I Am Not A Human Being,2010,music,society,music,storytelling,government
Lil Wayne,Single,No Ceilings,2009,music,society,music,storytelling,government
Lil Wayne,Let The Beat Build,Tha Carter III,2008,music,society,music,storytelling,government
Kendrick Lamar,Vanity Slaves,Kendrick Lamar,2009,society,storytelling,music,storytelling,government
Public Enemy,Crayola,There's A Poison Goin On,1999,society,music,religion,storytelling,government
Lil Wayne,A Milli,Tha Carter III,2008,life,music,society,storytelling,government
Outkast,Outkast Speakerboxxx  The Love Below Unhappy,Speakerboxxx / The Love Below,2003,life,storytelling,society,storytelling,government
Kanye West,Guilt Trip,Yeezus,2013,society,geography,storytelling,storytelling,government
Public Enemy,Catch The Thrown,Most Of My Heroes Still Don't Appear On No Stamp,2012,society,life,biology,war,government
Public Enemy,Frankenstar,How You Sell Soul To A Soulless People Who Sold Their Soul?,2007,music,society,life,war,government
Lil Wayne,Hit Em Up,Tha Carter II,2005,society,life,music,war,government
Kanye West,Amazing,808s &amp; Heartbreak,2008,storytelling,society,music,war,government
Eminem,Mosh,Encore,2004,society,storytelling,music,war,government
Run-DMC,Is It Live,Raising Hell,1986,society,music,storytelling,war,government
Lil Wayne,Big Dogg Status (Remix),The Drought Is Over Part 4,2007,life,society,storytelling,war,government
Eminem,Soap (Skit),Slim Shady LP,1999,society,storytelling,life,art,life
Jay-Z,Blueprint 2,The Blueprint 2: The Gift &amp; The Curse,2002,society,storytelling,life,art,life
Nas,Thugz Mirror Freestyle,God's Son,2002,society,storytelling,life,art,life
Eminem,Buffalo Bill,Relapse: Refill,2009,society,storytelling,music,art,life
Jay-Z,Jay-Z Magna Carta Holy Grail Picasso Baby,Magna Carta... Holy Grail,2013,society,storytelling,music,art,life
Snoop Dogg,Gangbangn 101,Tha Blue Carpet Treatment,2006,music,geography,society,art,life
"Tyler, the Creator",CHERRY BOMB,Cherry Bomb,2015,society,music,art,biology,life
2 Live Crew,Baby Baby Please (Just a Little More Head),Sports Weekend (As Nasty As They Wanna Be Part 2),1991,society,life,biology,biology,life
Coolio,County Line,It Takes A Thief,1994,society,life,biology,biology,life
Kendrick Lamar,Average Joe,Overly Dedicated,2010,society,life,biology,biology,life
Coolio,Intro,My Soul,1997,society,music,biology,biology,life
Snoop Dogg,Take U Home (1),Doggumentary,2011,society,music,biology,biology,life
Snoop Dogg,Take U Home,Doggumentary,2011,society,music,biology,biology,life
Eminem,Brain Damage,Slim Shady LP,1999,life,society,biology,biology,life
De La Soul,Stone Age,Buhloone Mind State,1993,society,storytelling,biology,biology,life
Snoop Dogg,Girl Like U,R &amp; G (Rhythm &amp; Gangsta): The Masterpiece,2004,society,storytelling,biology,biology,life
NWA,NWA NWA And The Posse Drink It Up,N.W.A. And The Posse,1987,society,storytelling,culture,biology,life
Slum Village,Slum Village Fan-Tas-Tic Vol 1 Fat Cat (Remix),Fan-Tas-Tic Vol 1.,2005,society,storytelling,culture,biology,life
Slum Village,Slum Village Fan-Tas-Tic Vol 1 Fat Cat Song,Fan-Tas-Tic Vol 1.,2005,society,storytelling,culture,biology,life
Snoop Dogg,Bang Ou,R &amp; G (Rhythm &amp; Gangsta): The Masterpiece,2004,music,society,geography,biology,life
Coolio,On My Way To Harlem,It Takes A Thief,1994,society,storytelling,geography,biology,life
